"Comuna","Sub.Pacto","Partido","Votacion"
"SAN PEDRO DE LA PAZ",NA,"PARTIDO ECOLOGISTA VERDE ",2154
"SAN PEDRO DE LA PAZ",NA,"RENOVACION NACIONAL ",2012
"SAN PEDRO DE LA PAZ",NA,"UNION DEMOCRATA INDEPENDIENTE",2294
NA,NA,NA,NA
"SAN ROSENDO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",232
"SAN ROSENDO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",383
"SAN ROSENDO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",62
"SAN ROSENDO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",739
"SAN ROSENDO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",102
"SAN ROSENDO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",23
"SAN ROSENDO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",149
"SAN ROSENDO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",96
"SAN ROSENDO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",372
"SAN ROSENDO",NA,"INDEPENDIENTE",13
"SAN ROSENDO",NA,"RENOVACION NACIONAL ",594
"SAN ROSENDO",NA,"UNION DEMOCRATA INDEPENDIENTE",201
NA,NA,NA,NA
"SANTA BARBARA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",541
"SANTA BARBARA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",233
"SANTA BARBARA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",294
"SANTA BARBARA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",21
"SANTA BARBARA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",317
"SANTA BARBARA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",901
"SANTA BARBARA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",91
"SANTA BARBARA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",122
"SANTA BARBARA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",99
"SANTA BARBARA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",324
"SANTA BARBARA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",567
"SANTA BARBARA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",231
"SANTA BARBARA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",422
"SANTA BARBARA",NA,"INDEPENDIENTE",534
"SANTA BARBARA",NA,"RENOVACION NACIONAL ",758
"SANTA BARBARA",NA,"UNION DEMOCRATA INDEPENDIENTE",828
NA,NA,NA,NA
"SANTA JUANA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",17
"SANTA JUANA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",41
"SANTA JUANA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",394
"SANTA JUANA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",88
"SANTA JUANA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1004
"SANTA JUANA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",623
"SANTA JUANA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",34
"SANTA JUANA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",490
"SANTA JUANA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",836
"SANTA JUANA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",227
"SANTA JUANA",NA,"AMPLITUD",257
"SANTA JUANA",NA,"INDEPENDIENTE",354
"SANTA JUANA",NA,"RENOVACION NACIONAL ",408
"SANTA JUANA",NA,"UNION DEMOCRATA INDEPENDIENTE",1477
NA,NA,NA,NA
"TALCAHUANO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1335
"TALCAHUANO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",209
"TALCAHUANO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",383
"TALCAHUANO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",1555
"TALCAHUANO","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",230
"TALCAHUANO","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",433
"TALCAHUANO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",796
"TALCAHUANO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1300
"TALCAHUANO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1719
"TALCAHUANO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",800
"TALCAHUANO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2042
"TALCAHUANO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",610
"TALCAHUANO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1795
"TALCAHUANO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",613
"TALCAHUANO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",837
"TALCAHUANO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",6051
"TALCAHUANO",NA,"AMPLITUD",294
"TALCAHUANO",NA,"INDEPENDIENTE",2595
"TALCAHUANO",NA,"PARTIDO ECOLOGISTA VERDE ",576
"TALCAHUANO",NA,"RENOVACION NACIONAL ",2388
"TALCAHUANO",NA,"UNION DEMOCRATA INDEPENDIENTE",5326
NA,NA,NA,NA
"TIRUA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",535
"TIRUA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",195
"TIRUA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",227
"TIRUA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",112
"TIRUA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",485
"TIRUA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",55
"TIRUA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",515
"TIRUA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1327
"TIRUA",NA,"INDEPENDIENTE",618
"TIRUA",NA,"RENOVACION NACIONAL ",957
NA,NA,NA,NA
"TOME","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",359
"TOME","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",80
"TOME","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",168
"TOME","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",1584
"TOME","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",63
"TOME","SUBPACTO IGUALDAD PARA CHILE","PARTIDO IGUALDAD",107
"TOME","SUBPACTO INDEPENDIENTES UNIDOS","INDEPENDIENTE",1833
"TOME","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2493
"TOME","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2493
"TOME","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",513
"TOME","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",1103
"TOME","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",217
"TOME","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",232
"TOME","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",99
"TOME","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1873
"TOME",NA,"INDEPENDIENTE",2186
"TOME",NA,"PARTIDO ECOLOGISTA VERDE ",127
"TOME",NA,"RENOVACION NACIONAL ",2713
"TOME",NA,"UNION DEMOCRATA INDEPENDIENTE",2469
NA,NA,NA,NA
"TREGUACO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",253
"TREGUACO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",25
"TREGUACO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",323
"TREGUACO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1177
"TREGUACO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",26
"TREGUACO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",271
"TREGUACO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",900
"TREGUACO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",545
"TREGUACO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",154
"TREGUACO",NA,"INDEPENDIENTE",861
NA,NA,NA,NA
"TUCAPEL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",138
"TUCAPEL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",108
"TUCAPEL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",44
"TUCAPEL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1186
"TUCAPEL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",225
"TUCAPEL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1219
"TUCAPEL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",79
"TUCAPEL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",548
"TUCAPEL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",539
"TUCAPEL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",94
"TUCAPEL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",158
"TUCAPEL",NA,"INDEPENDIENTE",1101
"TUCAPEL",NA,"RENOVACION NACIONAL ",1665
NA,NA,NA,NA
"YUMBEL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",582
"YUMBEL","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",524
"YUMBEL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",1273
"YUMBEL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",771
"YUMBEL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",111
"YUMBEL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",639
"YUMBEL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1052
"YUMBEL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",406
"YUMBEL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",61
"YUMBEL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",66
"YUMBEL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",109
"YUMBEL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",85
"YUMBEL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",516
"YUMBEL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1504
"YUMBEL",NA,"INDEPENDIENTE",812
"YUMBEL",NA,"PARTIDO ECOLOGISTA VERDE ",431
"YUMBEL",NA,"RENOVACION NACIONAL ",1058
"YUMBEL",NA,"UNION DEMOCRATA INDEPENDIENTE",187
NA,NA,NA,NA
"YUNGAY","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",339
"YUNGAY","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",214
"YUNGAY","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",4
"YUNGAY","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",42
"YUNGAY","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",147
"YUNGAY","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1172
"YUNGAY","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",67
"YUNGAY","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",277
"YUNGAY","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",273
"YUNGAY","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",945
"YUNGAY","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",357
"YUNGAY","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",314
"YUNGAY",NA,"INDEPENDIENTE",374
"YUNGAY",NA,"RENOVACION NACIONAL ",1125
"YUNGAY",NA,"UNION DEMOCRATA INDEPENDIENTE",1339
NA,NA,NA,NA
NA,NA,NA,NA
"ANGOL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",726
"ANGOL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",255
"ANGOL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",293
"ANGOL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",229
"ANGOL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",181
"ANGOL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1779
"ANGOL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",825
"ANGOL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1058
"ANGOL","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",119
"ANGOL","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",228
"ANGOL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",486
"ANGOL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2048
"ANGOL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",186
"ANGOL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1353
"ANGOL",NA,"INDEPENDIENTE",78
"ANGOL",NA,"RENOVACION NACIONAL ",4042
"ANGOL",NA,"UNION DEMOCRATA INDEPENDIENTE",3287
NA,NA,NA,NA
"CARAHUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",459
"CARAHUE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",173
"CARAHUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",847
"CARAHUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2850
"CARAHUE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",391
"CARAHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",838
"CARAHUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1446
"CARAHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",591
"CARAHUE",NA,"INDEPENDIENTE",1153
"CARAHUE",NA,"RENOVACION NACIONAL ",1934
"CARAHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",534
NA,NA,NA,NA
"CHOLCHOL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",124
"CHOLCHOL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",110
"CHOLCHOL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",45
"CHOLCHOL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",179
"CHOLCHOL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",680
"CHOLCHOL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",746
"CHOLCHOL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1190
"CHOLCHOL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",255
"CHOLCHOL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",243
"CHOLCHOL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",85
"CHOLCHOL","SUBPACTO WALLMAPUWEN E INDEPENDIENTES","WALLMAPUWEN",123
"CHOLCHOL",NA,"INDEPENDIENTE",314
"CHOLCHOL",NA,"RENOVACION NACIONAL ",1119
"CHOLCHOL",NA,"UNION DEMOCRATA INDEPENDIENTE",429
NA,NA,NA,NA
"COLLIPULLI","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",823
"COLLIPULLI","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",41
"COLLIPULLI","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",425
"COLLIPULLI","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1167
"COLLIPULLI","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",649
"COLLIPULLI","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",146
"COLLIPULLI","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",169
"COLLIPULLI","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",117
"COLLIPULLI","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1843
"COLLIPULLI","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",693
"COLLIPULLI","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",718
"COLLIPULLI","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",570
"COLLIPULLI","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",286
"COLLIPULLI",NA,"INDEPENDIENTE",602
"COLLIPULLI",NA,"RENOVACION NACIONAL ",947
"COLLIPULLI",NA,"UNION DEMOCRATA INDEPENDIENTE",355
NA,NA,NA,NA
"CUNCO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",140
"CUNCO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",195
"CUNCO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",19
"CUNCO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",66
"CUNCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",626
"CUNCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",55
"CUNCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1757
"CUNCO","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",139
"CUNCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1463
"CUNCO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",171
"CUNCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",669
"CUNCO",NA,"INDEPENDIENTE",452
"CUNCO",NA,"RENOVACION NACIONAL ",1356
"CUNCO",NA,"UNION DEMOCRATA INDEPENDIENTE",1012
NA,NA,NA,NA
"CURACAUTIN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",95
"CURACAUTIN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",116
"CURACAUTIN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",564
"CURACAUTIN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1972
"CURACAUTIN","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",331
"CURACAUTIN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",370
"CURACAUTIN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",706
"CURACAUTIN",NA,"INDEPENDIENTE",365
"CURACAUTIN",NA,"RENOVACION NACIONAL ",1822
NA,NA,NA,NA
"CURARREHUE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",70
"CURARREHUE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",3
"CURARREHUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",540
"CURARREHUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",640
"CURARREHUE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",45
"CURARREHUE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",107
"CURARREHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",44
"CURARREHUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",149
"CURARREHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",112
"CURARREHUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",220
"CURARREHUE",NA,"INDEPENDIENTE",240
"CURARREHUE",NA,"RENOVACION NACIONAL ",960
"CURARREHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",567
NA,NA,NA,NA
"ERCILLA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",12
"ERCILLA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",16
"ERCILLA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",546
"ERCILLA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",66
"ERCILLA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",341
"ERCILLA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",32
"ERCILLA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",355
"ERCILLA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",610
"ERCILLA",NA,"INDEPENDIENTE",92
"ERCILLA",NA,"RENOVACION NACIONAL ",1033
"ERCILLA",NA,"UNION DEMOCRATA INDEPENDIENTE",734
NA,NA,NA,NA
"FREIRE","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",116
"FREIRE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",8
"FREIRE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",776
"FREIRE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",823
"FREIRE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",110
"FREIRE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",900
"FREIRE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",566
"FREIRE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",656
"FREIRE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",66
"FREIRE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",78
"FREIRE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",41
"FREIRE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",170
"FREIRE","SUBPACTO WALLMAPUWEN E INDEPENDIENTES","WALLMAPUWEN",596
"FREIRE",NA,"INDEPENDIENTE",1149
"FREIRE",NA,"RENOVACION NACIONAL ",1663
"FREIRE",NA,"UNION DEMOCRATA INDEPENDIENTE",747
NA,NA,NA,NA
"GALVARINO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",2
"GALVARINO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",9
"GALVARINO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",525
"GALVARINO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",677
"GALVARINO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",563
"GALVARINO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",235
"GALVARINO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",95
"GALVARINO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",457
"GALVARINO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",794
"GALVARINO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",295
"GALVARINO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",447
"GALVARINO","SUBPACTO WALLMAPUWEN E INDEPENDIENTES","INDEPENDIENTE",266
"GALVARINO","SUBPACTO WALLMAPUWEN E INDEPENDIENTES","WALLMAPUWEN",422
"GALVARINO",NA,"INDEPENDIENTE",895
"GALVARINO",NA,"RENOVACION NACIONAL ",99
"GALVARINO",NA,"UNION DEMOCRATA INDEPENDIENTE",350
NA,NA,NA,NA
"GORBEA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",192
"GORBEA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",25
"GORBEA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",54
"GORBEA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",999
"GORBEA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",206
"GORBEA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",298
"GORBEA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",42
"GORBEA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",326
"GORBEA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",884
"GORBEA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",436
"GORBEA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",572
"GORBEA",NA,"INDEPENDIENTE",874
"GORBEA",NA,"RENOVACION NACIONAL ",1066
